"R0000100","R0536300","R0536401","R0536402","R1235800","R1482600","S2011600","S2261100","S2987800"
7843,2,3,1984,0,1,-4,1,5
7844,2,8,1982,0,1,-4,1,1
7845,1,8,1982,0,1,-4,3,7
7846,2,12,1980,0,1,-4,3,4
7847,1,2,1983,0,1,4250,1,3
7848,1,7,1984,0,1,-4,1,4
7849,1,2,1981,0,1,-4,3,3
7850,1,5,1983,0,1,8500,1,2
7851,2,4,1981,0,1,-4,3,6
7852,2,5,1984,0,1,-4,3,6
7853,2,4,1981,0,2,-4,4,1
7854,1,8,1982,0,2,-4,3,1
7855,1,4,1983,0,2,-5,-5,-5
7856,2,1,1983,0,2,-3,3,1
7857,2,8,1982,0,1,-4,3,6
7858,2,8,1983,0,1,2500,3,5
7859,1,12,1984,0,1,-4,1,1
7860,1,11,1984,0,1,-4,1,6
7861,1,4,1984,0,1,-4,3,7
7862,1,5,1981,0,1,-4,1,5
7863,2,10,1980,0,1,-4,3,6
7864,1,8,1982,0,1,-4,3,2
7865,1,11,1980,0,1,-4,1,5
7866,1,1,1982,0,1,-4,3,1
7867,1,5,1981,0,1,-4,3,1
7868,2,11,1984,0,1,2950,3,2
7869,1,9,1981,0,1,-4,1,5
7870,2,1,1984,0,1,-4,3,6
7871,2,6,1982,0,1,-4,3,6
7872,2,1,1983,0,1,-3,3,5
7873,2,1,1980,0,1,-4,1,3
7874,2,6,1983,0,1,-500,3,4
7875,1,8,1980,0,1,-4,3,7
7876,1,12,1983,0,1,-4,1,1
7877,2,5,1980,0,2,-4,3,2
7878,2,11,1981,0,2,-4,2,3
7879,1,8,1982,0,2,-5,-5,-5
7880,2,11,1980,0,1,-4,1,5
7881,1,5,1981,0,1,-4,1,1
7882,1,9,1981,0,1,-4,3,1
7883,1,10,1980,0,1,-4,1,2
7884,1,12,1981,0,1,2500,1,1
7885,1,4,1981,0,1,-4,1,1
7886,2,12,1982,0,1,-4,3,2
7887,2,7,1981,0,1,-4,3,1
7888,2,9,1982,0,1,-4,2,6
7889,1,5,1980,0,1,-4,1,6
7890,1,6,1982,0,1,-4,1,1
7891,1,12,1981,0,1,-4,1,2
7892,2,10,1983,0,1,-3,1,2
7893,1,4,1982,0,1,-5,-5,-5
7894,1,11,1981,0,1,-4,3,2
7895,2,5,1983,0,1,5100,3,3
7896,2,5,1983,0,1,3000,3,3
7897,1,9,1983,0,1,-5,-5,-5
7898,1,11,1984,0,1,2500,1,2
7899,2,10,1982,0,1,-4,1,4
7900,1,5,1982,0,1,-4,1,1
7901,2,8,1980,0,1,-4,3,6
7902,1,2,1983,0,1,-25000,4,6
7903,2,10,1980,0,1,-4,3,1
7904,2,3,1982,0,1,-4,3,7
7905,1,4,1983,0,1,2500,1,6
7906,2,2,1984,0,1,-3,3,3
7907,2,5,1982,0,1,-3400,3,2
7908,2,3,1984,0,1,-4,1,6
7909,2,8,1982,0,1,-4,1,2
7910,1,1,1981,0,1,-4,3,5
7911,2,10,1980,0,1,-4,1,2
7912,1,5,1984,0,1,-4,1,2
7913,1,1,1980,0,1,-4,1,4
7914,1,1,1981,0,1,-4,2,2
7915,1,10,1984,0,1,-4,3,5
7916,1,4,1982,0,1,-4,4,3
7917,1,10,1983,0,1,-5,-5,-5
7918,2,5,1980,0,1,-4,3,6
7919,1,7,1980,0,1,-4,1,5
7920,2,7,1982,0,1,-4,3,2
7921,1,1,1981,0,1,-4,3,2
7923,2,8,1984,0,2,-4,3,6
7924,2,9,1981,0,2,-5,-5,-5
7925,2,6,1983,0,2,2500,1,2
7926,2,2,1984,0,2,5500,3,3
7927,2,1,1984,0,1,-4,3,3
7928,1,5,1983,0,1,14553,1,2
7929,1,7,1983,0,1,6500,3,4
7930,1,8,1983,0,1,2500,1,2
7931,2,7,1980,0,1,-4,5,7
7932,2,6,1983,0,1,17560,3,3
7933,1,4,1982,0,1,-4,3,3
7934,1,2,1984,0,1,11500,3,5
7935,1,5,1984,0,1,-4,3,7
7936,1,4,1982,0,1,-4,3,1
7937,2,10,1984,0,1,-4,2,1
7938,2,5,1984,0,1,-5,-5,-5
7939,2,9,1983,0,1,30540,1,6
7940,1,8,1981,0,1,-4,3,5
7941,2,11,1980,0,1,-4,3,6
7942,2,5,1982,0,1,-4,3,2
7943,1,3,1981,0,1,-4,3,1
7944,1,9,1982,0,1,-4,3,3
7945,2,10,1983,0,1,2500,3,1
7946,2,1,1980,0,1,-4,3,6
7947,2,2,1981,0,1,-4,3,5
7948,1,7,1983,0,1,1700,3,7
7949,1,2,1980,0,1,-5,-5,-5
7950,2,10,1980,0,1,-4,1,7
7951,2,4,1983,0,1,-6500,3,2
7952,1,5,1984,0,1,-4,3,2
7953,1,10,1980,0,1,-4,2,3
7954,2,4,1981,0,1,-4,3,2
7955,1,3,1981,0,1,-4,3,6
7956,1,9,1983,0,1,2500,3,6
7958,2,11,1981,0,1,-4,3,7
7959,2,12,1983,0,1,2500,1,4
7960,2,5,1984,0,1,2036,3,1
7961,2,6,1980,0,1,-4,1,1
7962,2,9,1984,0,1,-4,3,2
7963,1,7,1983,0,1,246701,3,2
7964,2,6,1983,0,1,6900,3,2
7965,1,3,1980,0,1,-4,1,1
7966,2,6,1983,0,1,2500,3,1
7967,1,12,1982,0,1,-5,-5,-5
7968,1,9,1984,0,2,-4,1,1
7969,1,11,1981,0,1,-4,3,1
7970,1,1,1980,0,1,-4,5,1
7971,1,12,1980,0,1,-4,3,3
7972,1,12,1980,0,1,-4,2,4
7973,1,3,1982,0,1,-4,3,2
7974,1,8,1980,0,1,-4,4,1
7975,1,10,1980,0,1,-4,2,1
7977,2,3,1982,0,2,-4,3,5
7978,2,10,1980,0,1,-4,3,5
7979,2,9,1983,0,1,-7225,3,2
7980,2,10,1984,0,1,2500,3,5
7981,1,1,1980,0,1,-4,3,2
7982,1,7,1981,0,1,-4,1,8
7983,1,1,1981,0,1,-4,3,6
7984,1,3,1982,0,1,-4,1,2
7985,2,6,1984,0,1,-4,3,4
7986,2,12,1980,0,1,-4,3,4
7987,2,3,1982,0,1,-4,4,5
7988,1,12,1983,0,1,-4,3,5
7989,2,7,1982,0,1,-4,3,5
7990,1,6,1982,0,1,-5,-5,-5
7991,1,7,1981,0,1,-4,1,2
7992,2,9,1980,0,1,-4,5,4
7993,1,2,1983,0,1,-4,1,1
7994,1,2,1983,0,1,-4,1,1
7995,2,1,1981,0,1,-4,5,5
7996,2,8,1982,0,1,-4,3,2
7997,1,9,1981,0,1,-4,3,4
7998,1,9,1981,0,1,-4,3,3
7999,2,2,1984,0,1,-4,1,2
8000,2,4,1980,0,1,-4,1,6
8001,1,7,1981,0,1,-5,-5,-5
8002,1,5,1984,0,1,-4,2,5
8003,1,5,1980,0,1,-4,3,1
8004,1,9,1983,0,1,4000,3,2
8005,1,6,1983,0,1,10500,3,2
8006,2,10,1984,0,1,-4,3,6
8007,2,1,1981,0,1,-4,3,6
8008,2,7,1982,0,1,-4,3,1
8009,2,7,1983,0,1,15210,3,1
8010,2,7,1983,0,1,-2500,3,6
8011,2,11,1981,0,1,-4,3,6
8012,2,9,1981,0,1,-4,4,6
8013,2,11,1983,0,1,2500,1,3
8014,2,2,1980,0,1,-4,3,3
8015,1,9,1981,0,1,-4,1,7
8016,1,6,1980,0,1,-4,2,1
8017,2,8,1982,0,1,-4,3,6
8018,2,4,1981,0,1,-4,3,3
8019,2,10,1982,0,1,-4,3,7
8020,2,2,1984,0,1,-4,3,5
8021,2,2,1982,0,1,-4,3,3
8022,2,5,1981,0,1,-4,3,5
8023,2,6,1982,0,1,-4,3,5
8024,2,9,1981,0,1,-4,3,6
8025,1,8,1983,0,1,2650,3,7
8026,1,9,1983,0,1,2500,1,1
8027,2,1,1980,0,1,-4,3,5
8028,1,1,1980,0,1,-4,3,3
8029,1,5,1982,0,1,-4,3,3
8030,2,8,1984,0,1,-4,1,3
8031,1,8,1980,0,1,-5,-5,-5
8032,1,4,1982,0,1,-5,-5,-5
8033,2,3,1984,0,1,2500,3,6
8034,1,5,1982,0,1,-4,3,2
8035,1,11,1983,0,1,2600,3,6
8036,1,2,1981,0,1,-4,1,2
8037,2,3,1980,0,1,-4,3,7
8038,1,10,1982,0,1,-4,3,4
8039,2,10,1983,0,1,2500,3,5
8040,1,10,1984,0,1,2500,1,5
8041,1,7,1981,0,1,-4,1,4
8042,1,4,1983,0,1,2500,1,5
8043,1,9,1982,0,1,-4,3,2
8044,2,6,1981,0,1,-4,3,2
8045,1,5,1982,0,1,-4,1,3
8046,1,1,1981,0,1,-4,1,4
8047,1,11,1982,0,1,-4,1,2
8048,2,1,1983,0,1,7500,3,7
8049,1,2,1981,0,1,-4,3,2
8050,1,2,1981,0,1,-4,3,4
8051,1,9,1981,0,1,-4,1,1
8052,1,6,1981,0,1,-4,1,1
8053,1,10,1982,0,1,-4,2,5
8054,2,3,1980,0,1,-4,3,1
8055,1,11,1980,0,1,-4,4,2
8056,2,2,1984,0,1,-4,3,3
8057,1,5,1984,0,1,-4,2,6
8058,1,9,1980,0,1,-5,-5,-5
8059,1,1,1983,0,1,18600,3,1
8060,2,11,1984,0,1,-4,3,5
8061,2,2,1980,0,1,-4,3,3
8062,1,9,1983,0,2,3000,1,3
8063,1,10,1980,0,1,-4,3,7
8064,2,2,1982,0,1,-4,1,2
8065,1,9,1980,0,1,-4,2,1
8066,2,5,1982,0,1,-4,1,3
8067,2,2,1984,0,1,-4,2,1
8068,2,9,1981,0,1,-5,-5,-5
8069,2,8,1980,0,1,-4,3,4
8070,2,6,1981,0,1,-5,-5,-5
8071,1,2,1983,0,1,-4,3,4
8072,1,11,1981,0,1,-5,-5,-5
8073,1,1,1984,0,1,-5,-5,-5
8074,2,7,1983,0,1,3500,3,5
8075,2,1,1983,0,1,-5,-5,-5
8076,1,1,1984,0,1,-4,3,6
8077,1,6,1983,0,1,3050,3,1
8078,1,10,1983,0,1,9500,3,4
8079,2,8,1982,0,1,-4,3,5
8080,2,5,1982,0,1,-4,3,2
8081,2,8,1980,0,1,-4,5,6
8082,2,8,1981,0,1,-4,3,5
8083,2,3,1984,0,2,-4,3,2
8084,2,1,1981,0,1,-4,3,1
8085,2,7,1983,0,1,3300,3,4
8086,2,5,1982,0,1,-4,3,2
8087,1,2,1980,0,2,-4,3,1
8088,1,1,1982,0,1,-4,1,4
8089,2,4,1983,0,1,-3,1,4
8090,1,12,1984,0,1,-4,1,2
8091,2,3,1982,0,2,-4,4,2
8092,2,3,1980,0,2,-4,1,7
8093,2,3,1982,0,2,-4,1,2
8094,1,11,1983,0,2,7300,1,3
8095,2,2,1980,0,2,-4,1,7
8096,2,6,1983,0,1,-3,1,1
8097,2,1,1981,0,1,-4,3,1
8098,2,2,1983,0,1,7500,3,1
8099,1,12,1982,0,1,2500,3,2
8100,1,10,1982,0,2,-4,3,3
8101,1,4,1984,0,2,-5,-5,-5
8102,1,6,1981,0,2,-4,3,1
8103,2,11,1984,0,2,-4,3,1
8104,1,5,1984,0,1,-4,3,4
8105,1,1,1981,0,2,-4,3,1
8106,2,8,1982,0,2,-4,3,2
8107,2,2,1984,0,2,-4,3,4
8108,1,3,1983,0,2,-5,-5,-5
8109,1,4,1981,0,2,-5,-5,-5
8110,1,5,1981,0,2,-5,-5,-5
8111,2,9,1984,0,2,-3,3,2
8112,2,8,1984,0,2,-4,3,4
8113,2,7,1981,0,2,-4,4,6
8114,2,3,1984,0,2,-4,1,4
8115,2,9,1982,0,2,-4,3,3
8116,2,3,1980,0,2,-4,3,1
8117,2,10,1984,0,1,3000,3,2
8118,2,11,1983,0,1,-3,3,5
8119,2,1,1982,0,1,-4,3,2
8120,2,9,1980,0,1,-4,3,2
8121,2,10,1980,0,1,-4,3,1
8122,2,7,1983,0,1,-3,3,1
8123,2,10,1983,0,1,-3,3,6
8124,1,1,1982,0,1,-4,3,2
8125,2,12,1982,0,1,2500,1,1
8126,1,10,1980,0,1,-4,2,4
8127,2,11,1983,0,1,-5,-5,-5
8128,2,2,1983,0,1,-5,-5,-5
8129,1,12,1981,0,1,-4,1,1
8130,1,7,1980,0,2,-4,2,1
8131,2,9,1981,0,2,-4,3,2
8132,1,5,1983,0,2,16200,3,2
8133,2,5,1983,0,2,2500,1,2
8134,2,3,1982,0,2,-4,1,6
8135,1,1,1983,0,2,2500,3,1
8136,1,6,1983,0,2,5800,1,6
8137,1,3,1980,0,2,-4,1,1
8138,1,7,1981,0,2,-4,1,1
8139,2,4,1983,0,2,-3,3,8
8140,2,2,1982,0,1,-4,3,2
8141,2,5,1982,0,1,-5,-5,-5
8142,1,11,1981,0,2,-4,1,2
8143,2,11,1982,0,2,-3,1,7
8144,2,11,1983,0,2,-3,1,2
8145,1,10,1981,0,1,-5,-5,-5
8146,2,12,1984,0,1,-4,3,6
8147,2,12,1982,0,1,-4,3,3
8148,1,1,1980,0,1,-4,5,2
8149,1,8,1981,0,1,-4,3,2
8150,1,9,1980,0,1,-4,3,1
8151,1,8,1981,0,1,-4,3,1
8152,1,8,1983,0,1,17650,3,2
8153,1,8,1983,0,1,-30360,3,2
8154,1,8,1982,0,1,-4,2,2
8155,2,1,1983,0,2,-4,3,6
8156,1,1,1981,0,2,-4,1,1
8157,1,6,1982,0,2,-4,1,1
8158,1,7,1983,0,2,-3,3,1
8159,1,3,1980,0,2,-4,1,1
8160,1,1,1981,0,2,-4,3,2
8161,1,9,1984,0,2,12300,3,5
8162,1,7,1981,0,2,-4,3,3
8163,2,9,1980,0,2,-4,2,2
8164,1,1,1981,0,2,-4,3,3
8165,1,7,1982,0,1,-4,3,2
8166,1,1,1984,0,1,-4,1,2
8167,2,11,1980,0,2,-4,3,7
8168,1,6,1984,0,2,-4,3,1
8169,1,1,1984,0,2,-3,3,3
8170,2,5,1981,0,2,-4,5,2
8171,1,3,1984,0,2,-5,-5,-5
8172,1,1,1983,0,2,-4,3,-2
8173,1,11,1980,0,2,-5,-5,-5
8174,1,4,1980,0,2,-4,3,1
8175,2,11,1981,0,2,-4,1,5
8176,2,2,1984,0,2,-4,1,2
8177,1,5,1983,0,2,4500,3,2
8178,2,11,1980,0,2,-4,3,1
8179,1,12,1981,0,2,-4,3,1
8180,1,4,1983,0,2,3000,4,1
8181,1,11,1980,0,2,-5,-5,-5
8182,2,8,1981,0,2,-4,1,6
8183,2,1,1983,0,2,1510,2,4
8184,2,8,1980,0,2,-4,3,1
8185,2,1,1984,0,2,-4,3,2
8186,1,11,1982,0,2,-4,3,2
8187,1,5,1982,0,2,-5,-5,-5
8188,2,6,1984,0,2,-4,2,4
8189,2,8,1982,0,2,-4,3,4
8190,1,8,1981,0,2,-4,5,1
8191,1,11,1983,0,2,-3,1,1
8192,1,4,1982,0,2,-4,3,1
8193,1,2,1983,0,2,3500,3,2
8194,1,4,1980,0,2,-4,3,2
8195,2,4,1983,0,2,-13500,3,4
8196,1,5,1981,0,2,-4,3,3
8197,1,10,1983,0,2,9500,3,6
8198,1,2,1982,0,2,-4,3,2
8199,1,6,1984,0,2,-4,2,6
8200,1,4,1982,0,2,-4,3,6
8201,2,10,1983,0,2,6500,3,5
8202,2,3,1982,0,2,-4,3,-1
8203,2,12,1984,0,2,-5,-5,-5
8204,2,3,1980,0,2,-4,3,4
8205,2,3,1983,0,2,7500,3,3
8206,1,9,1982,0,2,-4,3,2
8207,2,11,1981,0,2,-5,-5,-5
8208,2,7,1981,0,2,-4,1,5
8209,1,7,1981,0,2,-4,2,2
8210,2,9,1982,0,2,-4,3,5
8211,2,12,1983,0,2,-4,3,4
8212,2,6,1981,0,2,-4,1,1
8213,1,2,1982,0,2,-4,3,2
8214,1,10,1981,0,2,-4,3,5
8215,2,7,1983,0,1,7902,3,3
8216,1,11,1981,0,1,2500,1,2
8217,2,11,1982,0,1,2500,1,4
8218,2,1,1984,0,1,-4,3,4
8219,2,6,1984,0,1,-4,2,3
8220,1,8,1984,0,1,7500,3,6
8221,1,10,1983,0,1,16010,3,2
8222,1,7,1983,0,1,-5,-5,-5
8223,1,7,1981,0,2,-4,3,1
8224,1,1,1980,0,2,-4,3,1
8225,2,11,1983,0,2,3300,3,2
8226,2,11,1982,0,1,-4,3,2
8227,1,11,1983,0,1,15000,3,1
8228,1,5,1980,0,1,-4,2,6
8229,1,3,1982,0,1,-4,3,1
8230,2,1,1980,0,2,-4,3,6
8231,1,8,1982,0,2,-4,1,1
8232,2,11,1981,0,1,-4,3,2
8233,2,6,1981,0,2,-4,3,1
8234,1,8,1982,0,2,-5,-5,-5
8235,2,5,1984,0,2,-4,3,2
8236,1,7,1980,0,1,-4,3,1
8237,2,11,1982,0,1,-4,3,1
8238,1,7,1982,0,1,-4,3,2
8239,2,3,1983,0,2,-5,-5,-5
8240,2,7,1980,0,1,-4,3,3
8241,1,8,1980,0,2,-4,3,3
8242,2,8,1981,0,2,-4,2,2
8243,1,11,1983,0,1,-3,2,2
8244,2,8,1982,0,1,-4,3,5
8245,2,5,1980,0,1,-4,3,6
8246,1,8,1982,0,1,-4,2,5
8247,1,12,1980,0,1,-4,1,1
8248,2,5,1983,0,2,-400,3,3
8249,2,2,1981,0,1,-4,3,1
8250,1,6,1984,0,1,-4,3,1
8251,2,3,1983,0,1,2400,1,4
8252,1,9,1984,0,1,3000,1,3
8253,1,6,1984,0,1,-390,3,2
8254,2,9,1981,0,1,-4,3,6
8255,2,8,1981,0,1,-4,5,7
8256,2,7,1982,0,1,-4,3,2
8257,2,11,1981,0,1,-4,3,6
8258,2,9,1984,0,1,-4,3,5
8259,2,8,1983,0,1,-6700,3,2
8260,1,12,1984,0,1,4500,3,6
8261,1,7,1981,0,1,-4,3,6
8262,1,12,1980,0,1,-4,3,3
8263,1,2,1980,0,1,-4,2,1
8264,2,7,1980,0,1,-4,3,5
8265,2,1,1981,0,1,-4,1,6
8266,1,8,1980,0,1,-4,4,3
8267,1,12,1981,0,1,-5,-5,-5
8268,1,1,1981,0,1,-4,1,3
8269,1,12,1981,0,1,-4,1,3
8270,1,2,1983,0,1,2500,1,2
8271,2,10,1983,0,1,2500,1,-1
8272,2,8,1984,0,1,-3,1,1
8273,2,4,1984,0,1,-4,3,3
8274,1,11,1983,0,1,2500,1,7
8275,1,1,1981,0,1,-4,3,1
8276,2,7,1984,0,1,2500,3,3
8277,2,7,1980,0,1,-4,1,3
8278,1,10,1981,0,1,-4,3,2
8279,1,4,1984,0,1,-5,-5,-5
8280,1,9,1981,0,1,-4,5,5
8281,2,4,1984,0,1,-4,1,6
8282,1,1,1980,0,1,-4,3,6
8283,2,8,1981,0,1,-4,3,3
8284,1,1,1983,0,1,-3,3,6
8285,1,7,1984,0,1,-4,3,3
8286,2,5,1981,0,1,-4,5,3
8287,1,3,1981,0,1,-4,3,1
8288,2,3,1982,0,1,-4,3,4
8289,2,1,1983,0,1,-3,3,1
8290,2,1,1981,0,1,-4,3,1
8291,1,12,1982,0,1,-4,1,3
8292,2,3,1982,0,1,-5,-5,-5
8293,2,4,1984,0,1,-4,3,1
8294,1,5,1983,0,1,3000,2,1
8295,1,11,1980,0,1,-4,2,5
8296,2,11,1980,0,1,-4,2,1
8297,2,5,1982,0,1,-4,1,2
8298,1,2,1984,0,1,2700,3,1
8299,2,1,1982,0,1,-4,3,1
8300,2,2,1983,0,1,2328,3,1
8301,2,11,1983,0,1,1300,1,1
8302,1,6,1981,0,1,-4,5,6
8303,2,5,1980,0,1,-4,3,1
8304,2,3,1980,0,1,-5,-5,-5
8305,1,8,1983,0,1,2500,1,2
8306,1,3,1982,0,2,-4,3,1
8307,2,5,1981,0,1,-4,3,4
8308,2,9,1980,0,1,-5,-5,-5
8309,2,3,1980,0,1,-4,1,6
8310,1,9,1980,0,1,-4,2,6
8312,1,5,1980,0,1,-4,3,2
8313,1,5,1980,0,1,-4,3,2
8314,2,6,1983,0,1,3300,3,2
8315,2,12,1980,0,1,-4,4,1
8316,1,10,1981,0,1,-4,2,4
8317,1,4,1984,0,1,21000,3,3
8318,2,2,1980,0,1,-4,1,3
8319,2,1,1982,0,1,-5,-5,-5
8320,2,5,1984,0,1,2463,3,6
8321,1,11,1983,0,1,17500,3,2
8322,1,1,1980,0,1,-5,-5,-5
8323,2,1,1980,0,1,-4,5,3
8324,1,8,1984,0,1,6100,3,7
8325,2,7,1980,0,1,-4,3,1
8326,1,4,1983,0,1,5000,3,3
8327,2,7,1981,0,1,-4,3,3
8328,1,8,1981,0,1,-4,1,5
8329,2,7,1982,0,1,-4,3,5
8330,1,6,1983,0,2,26500,3,1
8331,2,1,1982,0,2,-5,-5,-5
8332,1,6,1982,0,1,-4,3,2
8333,1,4,1981,0,2,-4,1,1
8334,2,11,1981,0,1,-4,3,6
8335,2,3,1984,0,1,-4,3,5
8336,2,3,1984,0,1,-4,3,4
8337,2,11,1981,0,1,-4,3,5
8338,1,10,1981,0,1,-4,3,3
8339,1,7,1982,0,1,-4,3,3
8340,1,9,1981,0,1,-4,3,3
8341,2,10,1984,0,1,2500,3,1
8342,2,10,1984,0,1,2500,3,6
8343,2,10,1983,0,1,2500,3,6
8344,1,9,1981,0,1,-4,3,5
8345,2,1,1980,0,1,-4,3,1
8346,1,7,1980,0,1,-4,3,2
8347,1,11,1980,0,1,-4,2,1
8348,1,10,1983,0,1,-5,-5,-5
8349,1,4,1982,0,1,-4,3,3
8350,1,7,1980,0,2,-5,-5,-5
8351,2,3,1982,0,2,-4,1,1
8352,1,11,1982,0,1,2500,2,1
8353,1,11,1984,0,1,-4,3,1
8354,1,12,1981,0,1,-4,3,4
8355,1,8,1982,0,1,-4,3,5
8356,2,1,1982,0,1,-4,3,6
8357,2,3,1983,0,1,18652,3,5
8358,2,4,1984,0,1,-4,3,5
8359,1,3,1981,0,2,-4,1,1
8360,1,6,1982,0,2,-5,-5,-5
8361,1,10,1983,0,2,-5,-5,-5
8362,2,12,1982,0,1,-3,3,7
8363,2,8,1982,0,2,-4,3,6
8364,2,2,1984,0,2,-5,-5,-5
8365,2,10,1982,0,1,-4,3,3
8366,2,3,1982,0,1,-5,-5,-5
8367,2,3,1980,0,2,-4,2,1
8368,2,12,1982,0,2,-4,1,1
8369,2,10,1984,0,2,-4,3,7
8370,2,9,1983,0,1,2500,2,1
8371,1,7,1983,0,1,3500,1,1
8372,2,10,1984,0,1,-4,1,2
8373,2,11,1980,0,1,-4,2,7
8374,2,10,1984,0,2,-4,1,4
8375,1,10,1983,0,2,7500,1,5
8376,1,9,1981,0,2,-4,3,1
8377,2,8,1984,0,1,-4,1,6
8378,2,10,1982,0,2,-4,1,1
8379,1,9,1982,0,2,-4,2,1
8380,1,12,1980,0,1,-4,3,2
8381,1,1,1984,0,1,-5,-5,-5
8382,2,3,1982,0,2,-4,1,1
8383,1,7,1980,0,1,-5,-5,-5
8384,1,8,1983,0,1,17500,1,1
8385,2,6,1981,0,1,-4,1,5
8386,2,4,1983,0,1,2500,3,5
8387,1,8,1984,0,1,-4,1,2
8388,1,2,1982,0,1,-4,3,1
8389,1,5,1984,0,1,3300,1,5
8390,2,11,1983,0,1,11700,3,5
8391,2,12,1982,0,1,-4,3,6
8392,2,3,1980,0,1,-4,3,1
8393,2,7,1983,0,1,500,3,6
8394,2,6,1984,0,1,-5,-5,-5
8395,1,4,1984,0,1,-4,3,-2
8396,2,3,1983,0,1,-4,3,2
8397,2,5,1984,0,1,-4,3,5
8398,1,12,1984,0,1,-5,-5,-5
8399,1,9,1982,0,1,-5,-5,-5
8401,2,3,1984,0,1,-4,3,6
8402,2,10,1980,0,1,-5,-5,-5
8403,2,11,1983,0,1,-4,3,5
8404,1,12,1983,0,2,-5,-5,-5
8405,2,9,1983,0,1,2500,1,1
8406,2,10,1981,0,1,-4,3,7
8407,1,4,1984,0,1,-5,-5,-5
8408,2,6,1980,0,1,-4,1,6
8409,1,7,1981,0,1,-4,1,2
8410,1,10,1981,0,1,-4,3,2
8411,2,12,1984,0,1,-4,1,2
8412,1,8,1982,0,1,-4,1,2
8413,2,12,1980,0,1,-4,4,2
8414,2,2,1982,0,1,-5,-5,-5
8415,2,12,1980,0,1,-4,4,6
8416,1,7,1983,0,1,1700,3,5
8417,1,9,1980,0,1,-4,1,1
8418,2,4,1980,0,1,-4,3,5
8419,1,5,1984,0,1,-5,-5,-5
8420,1,6,1983,0,1,2500,3,2
8421,1,11,1980,0,1,-4,1,2
8422,2,1,1982,0,1,-4,3,7
8423,1,12,1983,0,1,-4,3,2
8424,2,2,1981,0,1,-4,3,6
8425,1,9,1981,0,1,-4,1,2
8426,1,5,1982,0,1,-5,-5,-5
8427,2,11,1984,0,1,-4,1,6
8428,1,4,1982,0,1,-5,-5,-5
8429,1,12,1983,0,1,-4,1,2
8430,1,1,1981,0,1,-4,3,3
8431,2,5,1982,0,1,-4,3,2
8432,1,1,1982,0,1,-4,2,3
8433,1,4,1983,0,1,2150,3,5
8434,1,9,1983,0,1,-35000,3,1
8435,2,9,1983,0,1,2700,3,6
8436,1,2,1982,0,1,-5,-5,-5
8437,1,6,1983,0,1,2500,1,6
8438,2,6,1980,0,1,-4,3,6
8439,2,9,1981,0,1,-4,3,4
8440,2,2,1980,0,1,-4,5,3
8441,1,8,1981,0,1,-4,2,1
8442,1,12,1981,0,1,-4,3,2
8443,1,3,1984,0,1,-4,1,4
8444,2,12,1984,0,1,-3,3,6
8445,1,4,1981,0,1,-4,3,5
8446,1,11,1981,0,1,-4,3,6
8447,1,11,1982,0,1,-4,3,6
8448,1,9,1980,0,1,-5,-5,-5
8449,1,3,1980,0,1,-4,1,2
8450,2,3,1982,0,1,-4,3,3
8451,2,9,1982,0,1,-4,3,6
8452,1,12,1980,0,1,-5,-5,-5
8453,1,1,1981,0,1,-4,4,4
8454,1,8,1983,0,1,2500,3,4
8455,1,12,1984,0,1,2500,1,6
8456,2,8,1980,0,1,-4,3,2
8457,1,8,1983,0,1,3300,3,2
8458,2,12,1984,0,1,2700,3,5
8459,2,6,1984,0,1,-4,3,5
8460,1,1,1983,0,1,4500,3,4
8461,2,7,1981,0,1,-5,-5,-5
8462,1,7,1983,0,1,5500,3,7
8463,1,8,1981,0,1,-4,3,1
8464,1,12,1984,0,1,2500,1,2
8465,1,4,1983,0,1,2605,1,6
8466,1,10,1984,0,1,-4,1,6
8467,2,8,1982,0,1,-4,3,4
8468,2,12,1980,0,1,-4,3,2
8469,2,12,1983,0,1,2510,3,7
8470,2,8,1982,0,1,-4,1,5
8471,2,7,1980,0,1,-4,3,7
8472,2,11,1981,0,1,-4,1,1
8473,1,3,1983,0,1,12500,3,3
8474,1,8,1984,0,1,-4,1,1
8475,1,12,1984,0,1,-4,1,1
8476,2,2,1982,0,1,-4,1,1
8477,1,9,1983,0,1,2500,3,6
8478,2,9,1981,0,1,-5,-5,-5
8479,2,7,1983,0,1,-5,-5,-5
8481,1,2,1980,0,1,-4,3,6
8482,1,12,1980,0,1,-4,2,6
8483,1,11,1982,0,1,-4,3,2
8484,1,9,1983,0,2,2500,1,1
8485,1,10,1984,0,2,-4,1,2
8486,1,2,1981,0,2,-5,-5,-5
8487,1,10,1981,0,1,-4,3,1
8488,1,9,1982,0,1,-4,1,5
8489,1,10,1981,0,1,-4,2,6
8490,2,12,1981,0,2,-4,3,2
8491,2,9,1980,0,2,-4,3,2
8492,2,6,1982,0,2,-4,3,1
8493,2,12,1982,0,1,-5,-5,-5
8494,2,5,1980,0,2,-4,3,1
8495,2,3,1982,0,1,-5,-5,-5
8496,2,11,1983,0,1,2500,3,7
8497,2,10,1982,0,1,-4,2,1
8498,2,2,1984,0,2,-4,4,5
8499,2,11,1981,0,1,-4,3,2
8500,1,10,1980,0,2,-4,3,1
8501,1,9,1982,0,2,-4,3,2
8502,2,3,1984,0,2,-4,3,2
8503,1,9,1983,0,1,-5,-5,-5
8504,1,1,1982,0,1,-4,3,5
8505,2,11,1980,0,1,-4,4,7
